Scholarship_ID,Scholarship_Name,Amount,State,Category,Batch,Eligibility_Caste,Eligibility_Gender,Min_Percentage_Required,Course_Applicable,Application_Start_Date,Application_Deadline,Contact_Email
SCH189973,National Sports Scholarship for Medical,44478,Tamil Nadu,Sports,2024,All,Male,81,Medical,2025-03-27,2025-06-23,contact@tamilnaduscholarships.gov.in
SCH705007,National Women-specific Scholarship for Medical,27728,Punjab,Women-specific,2023,SC,Female,50,Arts,2025-03-27,2025-05-06,contact@punjabscholarships.gov.in
SCH50924,Private Need-based Scholarship for Engineering,55938,Himachal Pradesh,Need-based,2023,General,Male,74,Science,2025-03-23,2025-06-11,contact@himachalpradeshscholarships.gov.in
SCH710289,State Need-based Scholarship for Science,59638,Telangana,Need-based,2026,General,Female,86,Any,2025-03-29,2025-06-01,contact@telanganascholarships.gov.in
SCH129699,State Need-based Scholarship for Engineering,14379,Karnataka,Need-based,2025,SC,Male,54,Arts,2025-03-25,2025-04-25,contact@karnatakascholarships.gov.in
SCH514186,National Research Scholarship for Any,89322,Haryana,Research,2023,SC,All,89,Science,2025-04-11,2025-07-10,contact@haryanascholarships.gov.in
SCH578455,Private Research Scholarship for Medical,368409,Andhra Pradesh,Research,2024,General,Male,71,Medical,2025-05-02,2025-06-28,contact@andhrapradeshscholarships.gov.in
SCH494630,Private Research Scholarship for Commerce,428555,Himachal Pradesh,Research,2025,SC,Female,65,Engineering,2025-05-05,2025-07-20,contact@himachalpradeshscholarships.gov.in
SCH149839,Private Research Scholarship for Commerce,490325,Assam,Research,2023,SC,Male,77,Engineering,2025-04-07,2025-05-16,contact@assamscholarships.gov.in
SCH638317,Private Women-specific Scholarship for Commerce,36478,Maharashtra,Women-specific,2023,OBC,Male,90,Arts,2025-03-19,2025-04-24,contact@maharashtrascholarships.gov.in
SCH537856,National Research Scholarship for Arts,461501,Bihar,Research,2026,SC,Male,91,Commerce,2025-04-01,2025-05-31,contact@biharscholarships.gov.in
SCH993551,State Need-based Scholarship for Science,58418,Tamil Nadu,Need-based,2023,SC,Female,79,Arts,2025-03-18,2025-05-15,contact@tamilnaduscholarships.gov.in
SCH886102,Private Minority Scholarship for Engineering,14904,Karnataka,Minority,2023,General,All,72,Commerce,2025-04-24,2025-07-07,contact@karnatakascholarships.gov.in
SCH277116,National Sports Scholarship for Commerce,8996,Telangana,Sports,2026,All,All,80,Commerce,2025-04-29,2025-06-22,contact@telanganascholarships.gov.in
SCH68687,State Research Scholarship for Engineering,256991,Karnataka,Research,2023,All,All,83,Commerce,2025-05-03,2025-07-26,contact@karnatakascholarships.gov.in
SCH547260,State Merit-based Scholarship for Medical,31910,Gujarat,Merit-based,2024,OBC,Male,77,Engineering,2025-03-20,2025-06-09,contact@gujaratscholarships.gov.in
SCH90486,Private Need-based Scholarship for Medical,87994,Telangana,Need-based,2023,General,Female,85,Science,2025-03-23,2025-05-12,contact@telanganascholarships.gov.in
SCH584889,Private Minority Scholarship for Science,5810,Punjab,Minority,2026,General,Female,59,Medical,2025-04-26,2025-07-09,contact@punjabscholarships.gov.in
SCH672415,Private Merit-based Scholarship for Engineering,47498,Delhi,Merit-based,2025,ST,Female,74,Any,2025-05-01,2025-07-04,contact@delhischolarships.gov.in
SCH165506,Private Sports Scholarship for Science,7455,West Bengal,Sports,2026,OBC,All,88,Any,2025-03-18,2025-05-04,contact@westbengalscholarships.gov.in
SCH329599,State Merit-based Scholarship for Arts,41139,Tamil Nadu,Merit-based,2026,SC,Female,51,Arts,2025-03-10,2025-05-26,contact@tamilnaduscholarships.gov.in
SCH100543,State Minority Scholarship for Science,49882,Maharashtra,Minority,2024,OBC,Female,78,Arts,2025-03-13,2025-06-06,contact@maharashtrascholarships.gov.in
SCH564157,State Women-specific Scholarship for Commerce,47307,Kerala,Women-specific,2026,OBC,Female,81,Commerce,2025-03-12,2025-04-23,contact@keralascholarships.gov.in
SCH196610,Private Merit-based Scholarship for Medical,18600,Rajasthan,Merit-based,2026,OBC,All,86,Engineering,2025-03-26,2025-06-09,contact@rajasthanscholarships.gov.in
SCH221335,National Need-based Scholarship for Engineering,42701,Haryana,Need-based,2023,SC,All,62,Arts,2025-03-09,2025-05-07,contact@haryanascholarships.gov.in
SCH23507,Private Research Scholarship for Science,383137,Rajasthan,Research,2023,OBC,Female,81,Commerce,2025-05-05,2025-06-11,contact@rajasthanscholarships.gov.in
SCH851075,State Need-based Scholarship for Commerce,82264,Uttar Pradesh,Need-based,2024,SC,All,94,Engineering,2025-03-29,2025-05-20,contact@uttarpradeshscholarships.gov.in
SCH309613,State Merit-based Scholarship for Engineering,31352,Maharashtra,Merit-based,2024,OBC,All,64,Any,2025-04-30,2025-07-05,contact@maharashtrascholarships.gov.in
SCH520589,Private Minority Scholarship for Science,38638,Himachal Pradesh,Minority,2023,ST,Male,91,Medical,2025-03-08,2025-06-01,contact@himachalpradeshscholarships.gov.in
SCH36137,State Need-based Scholarship for Commerce,50037,Andhra Pradesh,Need-based,2025,ST,Female,72,Science,2025-04-21,2025-07-05,contact@andhrapradeshscholarships.gov.in
SCH160938,State Need-based Scholarship for Arts,98761,Kerala,Need-based,2026,All,Male,50,Commerce,2025-04-09,2025-06-30,contact@keralascholarships.gov.in
SCH405834,Private Sports Scholarship for Commerce,44914,Rajasthan,Sports,2023,ST,Male,71,Arts,2025-03-25,2025-05-13,contact@rajasthanscholarships.gov.in
SCH824308,State Minority Scholarship for Any,47694,Punjab,Minority,2024,All,Male,53,Commerce,2025-03-26,2025-05-07,contact@punjabscholarships.gov.in
SCH898612,State Women-specific Scholarship for Any,14170,Tamil Nadu,Women-specific,2026,SC,Female,76,Science,2025-04-22,2025-05-23,contact@tamilnaduscholarships.gov.in
SCH515374,National Women-specific Scholarship for Commerce,42489,Tamil Nadu,Women-specific,2025,OBC,All,84,Any,2025-04-28,2025-06-09,contact@tamilnaduscholarships.gov.in
SCH202306,State Women-specific Scholarship for Commerce,24673,West Bengal,Women-specific,2024,SC,Male,80,Medical,2025-04-30,2025-06-09,contact@westbengalscholarships.gov.in
SCH893691,Private Women-specific Scholarship for Medical,49545,Kerala,Women-specific,2023,OBC,Female,64,Any,2025-05-03,2025-06-23,contact@keralascholarships.gov.in
SCH567935,State Research Scholarship for Arts,186608,Maharashtra,Research,2026,General,Female,53,Any,2025-04-13,2025-05-31,contact@maharashtrascholarships.gov.in
SCH579201,National Research Scholarship for Commerce,112818,Bihar,Research,2026,All,Female,76,Engineering,2025-05-01,2025-07-13,contact@biharscholarships.gov.in
SCH490864,National Need-based Scholarship for Arts,63633,Gujarat,Need-based,2026,OBC,Female,95,Medical,2025-04-12,2025-07-08,contact@gujaratscholarships.gov.in
SCH890110,State Research Scholarship for Any,142706,Bihar,Research,2023,General,Female,67,Medical,2025-03-27,2025-06-05,contact@biharscholarships.gov.in
SCH763604,National Sports Scholarship for Science,10769,Haryana,Sports,2026,ST,Female,77,Science,2025-03-15,2025-05-23,contact@haryanascholarships.gov.in
SCH521936,National Merit-based Scholarship for Commerce,36137,Tamil Nadu,Merit-based,2023,SC,All,62,Engineering,2025-04-22,2025-06-14,contact@tamilnaduscholarships.gov.in
SCH489220,Private Women-specific Scholarship for Medical,19828,Andhra Pradesh,Women-specific,2025,SC,Male,56,Science,2025-04-20,2025-07-15,contact@andhrapradeshscholarships.gov.in
SCH190113,National Need-based Scholarship for Engineering,49085,Maharashtra,Need-based,2026,All,All,83,Arts,2025-05-06,2025-06-23,contact@maharashtrascholarships.gov.in
SCH733609,National Women-specific Scholarship for Arts,37124,Telangana,Women-specific,2024,OBC,Female,51,Medical,2025-03-29,2025-06-15,contact@telanganascholarships.gov.in
SCH879934,National Women-specific Scholarship for Medical,6436,Karnataka,Women-specific,2024,General,Female,95,Any,2025-04-13,2025-06-14,contact@karnatakascholarships.gov.in
SCH304403,Private Research Scholarship for Arts,454356,Assam,Research,2023,All,Male,92,Engineering,2025-04-10,2025-06-18,contact@assamscholarships.gov.in
SCH766142,Private Merit-based Scholarship for Engineering,64627,Andhra Pradesh,Merit-based,2023,All,Female,80,Any,2025-04-04,2025-05-28,contact@andhrapradeshscholarships.gov.in
SCH415132,Private Need-based Scholarship for Any,92616,Gujarat,Need-based,2026,General,All,83,Arts,2025-03-07,2025-04-25,contact@gujaratscholarships.gov.in
SCH879822,National Research Scholarship for Commerce,426840,Gujarat,Research,2025,General,Male,81,Medical,2025-04-15,2025-05-22,contact@gujaratscholarships.gov.in
SCH534312,Private Minority Scholarship for Medical,28456,Himachal Pradesh,Minority,2025,OBC,Male,85,Science,2025-04-21,2025-06-16,contact@himachalpradeshscholarships.gov.in
SCH175824,State Women-specific Scholarship for Arts,20368,Himachal Pradesh,Women-specific,2023,General,All,92,Science,2025-03-07,2025-04-06,contact@himachalpradeshscholarships.gov.in
SCH723993,Private Merit-based Scholarship for Engineering,23276,Gujarat,Merit-based,2024,ST,Female,66,Science,2025-05-03,2025-06-18,contact@gujaratscholarships.gov.in
SCH266734,National Merit-based Scholarship for Engineering,48085,Assam,Merit-based,2025,ST,All,57,Engineering,2025-03-30,2025-06-19,contact@assamscholarships.gov.in
SCH387323,National Merit-based Scholarship for Any,94829,Assam,Merit-based,2025,ST,All,67,Any,2025-03-17,2025-05-07,contact@assamscholarships.gov.in
SCH493652,State Minority Scholarship for Medical,12460,Bihar,Minority,2026,SC,Female,94,Science,2025-04-01,2025-05-26,contact@biharscholarships.gov.in
SCH893557,National Women-specific Scholarship for Engineering,13684,Telangana,Women-specific,2023,OBC,Male,76,Commerce,2025-04-20,2025-07-05,contact@telanganascholarships.gov.in
SCH833900,Private Sports Scholarship for Science,16879,West Bengal,Sports,2025,All,Male,93,Any,2025-04-15,2025-06-08,contact@westbengalscholarships.gov.in
SCH915843,State Research Scholarship for Engineering,265631,Gujarat,Research,2023,SC,All,70,Engineering,2025-04-04,2025-05-06,contact@gujaratscholarships.gov.in
SCH995311,State Women-specific Scholarship for Commerce,39282,Karnataka,Women-specific,2023,ST,All,65,Science,2025-04-20,2025-07-03,contact@karnatakascholarships.gov.in
SCH925236,Private Women-specific Scholarship for Any,30223,Rajasthan,Women-specific,2023,General,All,60,Commerce,2025-03-16,2025-06-07,contact@rajasthanscholarships.gov.in
SCH324021,National Research Scholarship for Engineering,443965,West Bengal,Research,2024,SC,Female,53,Commerce,2025-04-07,2025-05-27,contact@westbengalscholarships.gov.in
SCH831785,Private Sports Scholarship for Science,31429,Karnataka,Sports,2023,ST,Female,86,Science,2025-04-28,2025-06-12,contact@karnatakascholarships.gov.in
SCH48065,State Research Scholarship for Arts,112236,Bihar,Research,2023,General,Female,76,Engineering,2025-04-07,2025-06-23,contact@biharscholarships.gov.in
SCH398550,Private Merit-based Scholarship for Commerce,93563,Andhra Pradesh,Merit-based,2024,ST,Female,73,Engineering,2025-03-26,2025-06-20,contact@andhrapradeshscholarships.gov.in
SCH715131,State Research Scholarship for Commerce,452347,Karnataka,Research,2026,SC,All,78,Engineering,2025-04-15,2025-06-22,contact@karnatakascholarships.gov.in
SCH849017,National Women-specific Scholarship for Engineering,27371,Delhi,Women-specific,2025,All,All,73,Any,2025-03-29,2025-06-20,contact@delhischolarships.gov.in
SCH903238,National Merit-based Scholarship for Science,28408,Delhi,Merit-based,2026,General,Female,89,Medical,2025-04-28,2025-07-12,contact@delhischolarships.gov.in
SCH517930,State Merit-based Scholarship for Medical,69905,Himachal Pradesh,Merit-based,2024,SC,Male,76,Engineering,2025-04-28,2025-07-17,contact@himachalpradeshscholarships.gov.in
SCH678066,State Research Scholarship for Any,358971,Delhi,Research,2026,General,All,53,Commerce,2025-04-08,2025-05-16,contact@delhischolarships.gov.in
SCH48200,State Sports Scholarship for Commerce,16613,Telangana,Sports,2024,OBC,Male,74,Any,2025-04-20,2025-06-26,contact@telanganascholarships.gov.in
SCH319098,State Sports Scholarship for Science,44911,Punjab,Sports,2024,SC,Female,71,Arts,2025-05-04,2025-07-17,contact@punjabscholarships.gov.in
SCH280997,National Need-based Scholarship for Science,88974,Uttar Pradesh,Need-based,2025,All,Female,95,Any,2025-04-20,2025-07-15,contact@uttarpradeshscholarships.gov.in
SCH937298,National Need-based Scholarship for Commerce,48086,Himachal Pradesh,Need-based,2024,OBC,All,84,Any,2025-04-19,2025-06-10,contact@himachalpradeshscholarships.gov.in
SCH682291,National Women-specific Scholarship for Arts,41849,Punjab,Women-specific,2026,All,Female,77,Engineering,2025-04-06,2025-06-12,contact@punjabscholarships.gov.in
SCH264532,State Merit-based Scholarship for Medical,16955,Delhi,Merit-based,2024,SC,Male,68,Any,2025-04-18,2025-05-21,contact@delhischolarships.gov.in
SCH415726,National Need-based Scholarship for Any,48684,Kerala,Need-based,2023,SC,Female,56,Commerce,2025-03-20,2025-06-06,contact@keralascholarships.gov.in
SCH836373,Private Women-specific Scholarship for Commerce,30486,Karnataka,Women-specific,2025,General,Female,74,Science,2025-03-22,2025-05-23,contact@karnatakascholarships.gov.in
SCH680527,National Sports Scholarship for Engineering,21471,Punjab,Sports,2026,OBC,All,95,Any,2025-03-19,2025-05-27,contact@punjabscholarships.gov.in
SCH633373,Private Sports Scholarship for Any,44543,Rajasthan,Sports,2024,SC,Female,61,Any,2025-03-19,2025-06-06,contact@rajasthanscholarships.gov.in
SCH706471,National Need-based Scholarship for Any,77350,Bihar,Need-based,2023,ST,Female,85,Arts,2025-03-14,2025-05-07,contact@biharscholarships.gov.in
SCH433983,Private Need-based Scholarship for Arts,10739,Gujarat,Need-based,2024,General,Male,70,Commerce,2025-03-28,2025-05-26,contact@gujaratscholarships.gov.in
SCH812253,Private Women-specific Scholarship for Any,24736,Assam,Women-specific,2025,General,All,70,Commerce,2025-04-07,2025-06-26,contact@assamscholarships.gov.in
SCH558866,Private Need-based Scholarship for Engineering,76209,Karnataka,Need-based,2026,General,Female,64,Medical,2025-03-17,2025-05-12,contact@karnatakascholarships.gov.in
SCH264580,State Minority Scholarship for Arts,19316,Punjab,Minority,2026,All,All,50,Engineering,2025-05-06,2025-07-23,contact@punjabscholarships.gov.in
SCH187019,National Research Scholarship for Any,371756,Rajasthan,Research,2024,General,All,70,Science,2025-05-04,2025-07-12,contact@rajasthanscholarships.gov.in
SCH704508,State Research Scholarship for Commerce,429571,Delhi,Research,2025,All,All,78,Science,2025-03-25,2025-04-25,contact@delhischolarships.gov.in
SCH978848,Private Minority Scholarship for Medical,25992,Assam,Minority,2023,OBC,All,84,Engineering,2025-04-08,2025-05-13,contact@assamscholarships.gov.in
SCH938529,Private Need-based Scholarship for Any,37941,Bihar,Need-based,2026,General,Male,84,Any,2025-05-01,2025-07-13,contact@biharscholarships.gov.in
SCH357557,National Women-specific Scholarship for Any,49960,Telangana,Women-specific,2026,SC,Male,55,Engineering,2025-03-16,2025-04-16,contact@telanganascholarships.gov.in
SCH883118,State Need-based Scholarship for Commerce,19232,Assam,Need-based,2024,SC,Female,74,Science,2025-04-12,2025-07-03,contact@assamscholarships.gov.in
SCH701290,State Research Scholarship for Engineering,254211,Tamil Nadu,Research,2023,All,Male,87,Engineering,2025-04-19,2025-05-26,contact@tamilnaduscholarships.gov.in
SCH349654,Private Minority Scholarship for Engineering,23994,Bihar,Minority,2025,All,Male,68,Science,2025-04-26,2025-07-08,contact@biharscholarships.gov.in
SCH320378,Private Research Scholarship for Engineering,298506,Tamil Nadu,Research,2024,OBC,All,75,Commerce,2025-03-17,2025-05-20,contact@tamilnaduscholarships.gov.in
SCH486441,National Women-specific Scholarship for Arts,49386,Maharashtra,Women-specific,2025,General,All,85,Medical,2025-05-02,2025-07-29,contact@maharashtrascholarships.gov.in
SCH930321,National Merit-based Scholarship for Commerce,88204,Delhi,Merit-based,2023,SC,Male,72,Medical,2025-04-01,2025-06-04,contact@delhischolarships.gov.in
SCH727218,Private Women-specific Scholarship for Medical,15548,Telangana,Women-specific,2025,OBC,Male,61,Any,2025-03-18,2025-05-01,contact@telanganascholarships.gov.in
SCH482329,State Sports Scholarship for Any,41022,Assam,Sports,2023,SC,Male,62,Any,2025-03-11,2025-04-28,contact@assamscholarships.gov.in
SCH373459,State Minority Scholarship for Medical,48994,West Bengal,Minority,2023,SC,All,54,Medical,2025-04-17,2025-06-01,contact@westbengalscholarships.gov.in
SCH707271,State Research Scholarship for Arts,373140,Punjab,Research,2024,All,All,73,Arts,2025-04-18,2025-06-06,contact@punjabscholarships.gov.in
SCH548743,National Need-based Scholarship for Arts,42266,Telangana,Need-based,2026,SC,Female,58,Any,2025-04-26,2025-06-09,contact@telanganascholarships.gov.in
SCH770111,State Research Scholarship for Science,238083,Punjab,Research,2026,All,Male,61,Any,2025-04-25,2025-06-13,contact@punjabscholarships.gov.in
SCH133566,National Minority Scholarship for Commerce,17873,Bihar,Minority,2023,General,Male,82,Any,2025-03-23,2025-06-07,contact@biharscholarships.gov.in
SCH886451,Private Sports Scholarship for Science,43668,Andhra Pradesh,Sports,2023,All,Female,84,Commerce,2025-03-20,2025-06-16,contact@andhrapradeshscholarships.gov.in
SCH851990,National Women-specific Scholarship for Arts,30722,West Bengal,Women-specific,2025,OBC,Female,82,Commerce,2025-03-21,2025-06-16,contact@westbengalscholarships.gov.in
SCH661822,State Research Scholarship for Commerce,55553,Bihar,Research,2024,All,Male,78,Medical,2025-04-18,2025-06-02,contact@biharscholarships.gov.in
SCH958438,Private Sports Scholarship for Any,14581,Haryana,Sports,2026,SC,Male,64,Science,2025-04-23,2025-07-08,contact@haryanascholarships.gov.in
SCH943327,State Merit-based Scholarship for Arts,40673,Karnataka,Merit-based,2024,All,Female,74,Science,2025-03-09,2025-05-20,contact@karnatakascholarships.gov.in
SCH633498,National Merit-based Scholarship for Any,52476,Uttar Pradesh,Merit-based,2025,SC,All,84,Commerce,2025-03-13,2025-05-27,contact@uttarpradeshscholarships.gov.in
SCH61204,Private Research Scholarship for Science,241520,Haryana,Research,2023,All,Female,74,Medical,2025-04-13,2025-06-23,contact@haryanascholarships.gov.in
SCH582602,State Minority Scholarship for Science,36595,Tamil Nadu,Minority,2023,All,Male,78,Medical,2025-05-02,2025-07-09,contact@tamilnaduscholarships.gov.in
SCH451908,Private Merit-based Scholarship for Any,46806,Karnataka,Merit-based,2024,OBC,Female,88,Any,2025-03-20,2025-04-28,contact@karnatakascholarships.gov.in
SCH901598,National Women-specific Scholarship for Science,26641,Delhi,Women-specific,2026,ST,Female,63,Commerce,2025-04-22,2025-05-29,contact@delhischolarships.gov.in
SCH637241,State Women-specific Scholarship for Engineering,20969,Haryana,Women-specific,2024,OBC,All,82,Engineering,2025-03-09,2025-04-16,contact@haryanascholarships.gov.in
SCH759194,National Merit-based Scholarship for Arts,33597,Gujarat,Merit-based,2023,SC,Male,63,Science,2025-04-09,2025-06-03,contact@gujaratscholarships.gov.in
SCH835904,National Research Scholarship for Medical,485349,West Bengal,Research,2024,All,Male,89,Any,2025-04-02,2025-06-09,contact@westbengalscholarships.gov.in
SCH355497,Private Need-based Scholarship for Any,54914,Kerala,Need-based,2023,OBC,Female,74,Medical,2025-05-05,2025-07-03,contact@keralascholarships.gov.in
SCH669246,National Merit-based Scholarship for Commerce,76107,Delhi,Merit-based,2024,All,Male,61,Science,2025-04-19,2025-06-14,contact@delhischolarships.gov.in
SCH694411,Private Sports Scholarship for Engineering,11107,Assam,Sports,2024,All,All,50,Any,2025-04-06,2025-06-17,contact@assamscholarships.gov.in
SCH326425,State Sports Scholarship for Arts,7846,Telangana,Sports,2026,OBC,Female,74,Arts,2025-04-20,2025-06-22,contact@telanganascholarships.gov.in
SCH152888,National Research Scholarship for Arts,300159,Delhi,Research,2023,SC,All,84,Science,2025-04-25,2025-06-08,contact@delhischolarships.gov.in
SCH425217,National Need-based Scholarship for Any,10932,Kerala,Need-based,2023,All,Male,74,Any,2025-04-12,2025-06-14,contact@keralascholarships.gov.in
SCH227618,State Women-specific Scholarship for Science,28741,Himachal Pradesh,Women-specific,2026,All,Female,66,Commerce,2025-03-13,2025-04-21,contact@himachalpradeshscholarships.gov.in
SCH314907,State Sports Scholarship for Commerce,23059,Telangana,Sports,2024,ST,All,85,Science,2025-04-19,2025-06-13,contact@telanganascholarships.gov.in
SCH464357,Private Minority Scholarship for Commerce,36703,Haryana,Minority,2025,ST,All,58,Any,2025-03-23,2025-05-11,contact@haryanascholarships.gov.in
SCH549508,National Women-specific Scholarship for Science,15603,Delhi,Women-specific,2026,SC,All,89,Any,2025-03-13,2025-04-25,contact@delhischolarships.gov.in
SCH257851,State Need-based Scholarship for Any,10693,Assam,Need-based,2024,ST,All,77,Engineering,2025-04-27,2025-06-01,contact@assamscholarships.gov.in
SCH118266,National Minority Scholarship for Arts,10245,Bihar,Minority,2026,ST,All,91,Commerce,2025-04-14,2025-05-16,contact@biharscholarships.gov.in
SCH905633,Private Women-specific Scholarship for Engineering,16486,Maharashtra,Women-specific,2026,General,Male,92,Commerce,2025-04-16,2025-06-16,contact@maharashtrascholarships.gov.in
SCH681697,National Need-based Scholarship for Commerce,76918,Maharashtra,Need-based,2024,All,Male,93,Engineering,2025-04-09,2025-06-22,contact@maharashtrascholarships.gov.in
SCH535882,Private Need-based Scholarship for Engineering,30636,Rajasthan,Need-based,2026,SC,All,75,Science,2025-03-12,2025-04-28,contact@rajasthanscholarships.gov.in
SCH385302,National Sports Scholarship for Any,9496,Himachal Pradesh,Sports,2025,All,All,72,Arts,2025-05-04,2025-06-08,contact@himachalpradeshscholarships.gov.in
SCH153658,Private Need-based Scholarship for Medical,69606,Kerala,Need-based,2023,SC,Male,76,Commerce,2025-05-05,2025-06-29,contact@keralascholarships.gov.in
SCH714347,National Sports Scholarship for Commerce,24284,Delhi,Sports,2023,All,Female,84,Commerce,2025-03-28,2025-06-26,contact@delhischolarships.gov.in
SCH280093,State Women-specific Scholarship for Science,41907,Kerala,Women-specific,2024,SC,Female,93,Science,2025-04-06,2025-06-24,contact@keralascholarships.gov.in
SCH492047,National Research Scholarship for Arts,85417,Andhra Pradesh,Research,2024,OBC,Female,76,Arts,2025-03-31,2025-06-09,contact@andhrapradeshscholarships.gov.in
SCH874586,State Women-specific Scholarship for Medical,23827,Andhra Pradesh,Women-specific,2025,General,All,61,Science,2025-03-12,2025-05-06,contact@andhrapradeshscholarships.gov.in
SCH942778,National Minority Scholarship for Commerce,22634,Punjab,Minority,2024,ST,All,62,Medical,2025-03-18,2025-06-16,contact@punjabscholarships.gov.in
SCH272227,National Minority Scholarship for Medical,18288,Karnataka,Minority,2025,OBC,Male,57,Engineering,2025-04-29,2025-06-13,contact@karnatakascholarships.gov.in
SCH53536,National Sports Scholarship for Commerce,7769,West Bengal,Sports,2025,All,Female,81,Commerce,2025-04-30,2025-06-29,contact@westbengalscholarships.gov.in
SCH394354,National Research Scholarship for Commerce,196940,Kerala,Research,2024,General,All,77,Science,2025-04-01,2025-05-15,contact@keralascholarships.gov.in
SCH362643,State Sports Scholarship for Science,49979,Assam,Sports,2026,General,All,83,Science,2025-04-25,2025-06-05,contact@assamscholarships.gov.in
SCH620136,National Women-specific Scholarship for Engineering,49178,Punjab,Women-specific,2023,SC,Female,89,Arts,2025-03-20,2025-05-13,contact@punjabscholarships.gov.in
SCH635662,State Sports Scholarship for Medical,22655,Haryana,Sports,2025,SC,Male,81,Science,2025-04-06,2025-06-14,contact@haryanascholarships.gov.in
SCH916928,Private Research Scholarship for Arts,241406,Himachal Pradesh,Research,2025,ST,Male,86,Medical,2025-04-30,2025-06-24,contact@himachalpradeshscholarships.gov.in
SCH206836,Private Merit-based Scholarship for Arts,40907,Karnataka,Merit-based,2026,OBC,Male,59,Science,2025-04-11,2025-06-07,contact@karnatakascholarships.gov.in
SCH200700,State Need-based Scholarship for Science,27625,Andhra Pradesh,Need-based,2025,ST,Female,66,Commerce,2025-05-03,2025-07-26,contact@andhrapradeshscholarships.gov.in
SCH624815,National Research Scholarship for Any,135638,Assam,Research,2025,ST,All,56,Science,2025-03-10,2025-04-22,contact@assamscholarships.gov.in
SCH885642,State Minority Scholarship for Arts,41723,Punjab,Minority,2025,SC,Male,76,Engineering,2025-04-11,2025-07-09,contact@punjabscholarships.gov.in
SCH18581,Private Women-specific Scholarship for Medical,42804,Rajasthan,Women-specific,2024,SC,Female,70,Any,2025-04-12,2025-06-22,contact@rajasthanscholarships.gov.in
SCH362774,State Women-specific Scholarship for Engineering,29973,West Bengal,Women-specific,2026,OBC,Male,90,Arts,2025-04-15,2025-06-02,contact@westbengalscholarships.gov.in
SCH812538,Private Women-specific Scholarship for Commerce,31527,Telangana,Women-specific,2023,General,Male,71,Medical,2025-04-30,2025-07-27,contact@telanganascholarships.gov.in
SCH350003,Private Minority Scholarship for Arts,22529,Punjab,Minority,2026,SC,Female,73,Any,2025-04-14,2025-06-24,contact@punjabscholarships.gov.in
SCH481589,National Research Scholarship for Medical,497853,Uttar Pradesh,Research,2024,SC,All,94,Any,2025-03-08,2025-04-15,contact@uttarpradeshscholarships.gov.in
SCH10701,National Need-based Scholarship for Science,23501,Bihar,Need-based,2026,All,Male,51,Science,2025-03-13,2025-04-16,contact@biharscholarships.gov.in
SCH330200,State Merit-based Scholarship for Commerce,30352,Bihar,Merit-based,2026,SC,Male,65,Any,2025-03-12,2025-05-22,contact@biharscholarships.gov.in
SCH413346,Private Research Scholarship for Medical,118827,Maharashtra,Research,2024,General,Male,92,Arts,2025-04-09,2025-07-01,contact@maharashtrascholarships.gov.in
SCH171200,State Research Scholarship for Commerce,192823,Punjab,Research,2024,All,Male,87,Commerce,2025-04-11,2025-06-08,contact@punjabscholarships.gov.in
SCH238695,Private Women-specific Scholarship for Any,41961,Uttar Pradesh,Women-specific,2025,SC,Female,84,Medical,2025-04-03,2025-06-05,contact@uttarpradeshscholarships.gov.in
SCH919603,State Research Scholarship for Arts,266113,Bihar,Research,2025,General,Male,83,Medical,2025-03-23,2025-05-01,contact@biharscholarships.gov.in
SCH310835,State Minority Scholarship for Commerce,5545,Rajasthan,Minority,2026,ST,Female,50,Science,2025-04-20,2025-07-18,contact@rajasthanscholarships.gov.in
SCH752431,National Sports Scholarship for Engineering,40927,Maharashtra,Sports,2026,All,Female,75,Medical,2025-03-30,2025-05-11,contact@maharashtrascholarships.gov.in
SCH791302,Private Women-specific Scholarship for Any,30540,Haryana,Women-specific,2024,SC,Male,77,Any,2025-04-29,2025-06-22,contact@haryanascholarships.gov.in
SCH66990,Private Sports Scholarship for Any,49868,Karnataka,Sports,2025,ST,Male,54,Medical,2025-03-24,2025-05-11,contact@karnatakascholarships.gov.in
SCH486802,National Minority Scholarship for Any,34841,Gujarat,Minority,2025,All,Female,62,Arts,2025-04-15,2025-06-12,contact@gujaratscholarships.gov.in
SCH92690,National Need-based Scholarship for Commerce,12900,Andhra Pradesh,Need-based,2025,SC,Male,95,Science,2025-03-18,2025-04-23,contact@andhrapradeshscholarships.gov.in
SCH826936,National Need-based Scholarship for Medical,11930,Andhra Pradesh,Need-based,2025,ST,Female,81,Arts,2025-04-07,2025-05-20,contact@andhrapradeshscholarships.gov.in
SCH693462,National Women-specific Scholarship for Arts,10257,Uttar Pradesh,Women-specific,2024,General,Female,75,Engineering,2025-04-29,2025-07-16,contact@uttarpradeshscholarships.gov.in
SCH51653,National Need-based Scholarship for Arts,60014,West Bengal,Need-based,2023,OBC,Female,78,Medical,2025-04-29,2025-05-29,contact@westbengalscholarships.gov.in
SCH272952,State Need-based Scholarship for Any,22315,Assam,Need-based,2024,ST,Female,93,Arts,2025-04-09,2025-06-20,contact@assamscholarships.gov.in
SCH775582,Private Need-based Scholarship for Any,15529,Punjab,Need-based,2023,SC,Female,90,Arts,2025-04-23,2025-07-21,contact@punjabscholarships.gov.in
SCH499066,National Minority Scholarship for Any,19272,Himachal Pradesh,Minority,2026,SC,Male,60,Arts,2025-03-14,2025-04-28,contact@himachalpradeshscholarships.gov.in
